property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
4991914,AKAM - 605-611 West 111th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,46799.7,114.4,Not Available,Not Available,Not Available,Not Available,620854,Not Available,Not Available,317.7,Not Available,Not Available,96.2,Ok,12,Not Available,Not Available,Not Available,0.88248,Not Available,Whole Property,5286479.9,Not Available,100,107,Ok,Not Available,Not Available,Not Available,1085324;1075649,3.9,57792,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6612199.9,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,277.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,57792.0,Not Available,Not Available,4.8,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/24/2022 05:22 PM EDT
2813824,Beekman Tenants - 575 Park Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,8,Not Available,0,55.2,Not Available,Not Available,Not Available,Not Available,4131996.8,Not Available,Not Available,663.5,Not Available,Not Available,38.7,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,4002150.8,Not Available,100,57,Ok,Not Available,Not Available,Not Available,1042059,0,202841,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11206022.1,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,349.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,202841.0,Not Available,Not Available,1.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 11:04 PM EDT
4952359,AKAM - 301 East 45th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,68867.3,163.3,Not Available,Not Available,Not Available,Not Available,2084411.3,Not Available,Not Available,427.3,Not Available,Not Available,89.1,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,8879416.7,Not Available,100,156.1,Ok,Not Available,Not Available,Not Available,1038781,4.1,78428,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,12810580.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,500.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,78428.0,Not Available,Not Available,6.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/07/2022 08:22 PM EST
2705519,URA Group - 800 3rd Avenue,0,CBECS - Office & Bank/Financial,65,50,500190,Not Available,Not Available,Not Available,Not Available,226,Not Available,Not Available,Not Available,Not Available,32159826.5,Not Available,Not Available,3308.1,Not Available,Not Available,81.8,Ok,3,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,56594077.5,1.37948,Not Available,227.5,Ok,Not Available,Not Available,0,1036446,0,Not Available,Not Available,Not Available,Ok,Not Available,10,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,119369145.5,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,4379.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,528180.0,Not Available,Not Available,8.3,Office,Ok,Ok,Not Available,Not Available,Not Available,Financial Office,Not Available,03/29/2022 07:30 PM EDT
21739150,Heath - 2680 Heath Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,104700.2,212.9,Not Available,Not Available,Not Available,Not Available,680557.9,Not Available,Not Available,288.7,Not Available,Not Available,87.1,Ok,9,Not Available,Not Available,Not Available,0,Not Available,Whole Property,11121874.1,Not Available,100,214.3,Ok,Not Available,Not Available,Not Available,2015198,9.2,60200,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,12818714.3,Not Available,Not Available,Whole Property,Not Available,Not Available,The Bronx,Not Available,613.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,60200.0,Not Available,Not Available,10.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/20/2022 03:56 PM EDT
3128739,AAR: 142-18 38th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,8912,Not Available,0,Not Available,35934.4,119.3,0,Not Available,Not Available,Not Available,1116508.4,Not Available,Not Available,328.1,Not Available,Not Available,96.3,Ok,9,Not Available,Not Available,Not Available,1.63547,Not Available,Whole Property,4735347.8,2.24416,90,113.1,Ok,Not Available,3978,Not Available,4467623,3,49527,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6970446.3,Not Available,0,Whole Property,Not Available,No specific resident population,Queens,Not Available,258.5,0,3978,Not Available,No,Not Applicable: Standalone Property,58439.0,Not Available,Not Available,4.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Parking,Not Available,07/14/2022 03:01 PM EDT
20660629,SW - Campus - 78/79 York Associates,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,2500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14787181.5,Not Available,Not Available,4672.8,Not Available,Not Available,112.6,Ok,59,Not Available,Not Available,Not Available,2.00783,Not Available,Whole Property,Not Available,2,100,144.9,Ok,Not Available,Not Available,0,1046425;1046413;1046419;1046424;1046423;1046420;1046421;1046422;1046415;1046416;1046414;1046417;1046418,4.3,679838,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,4258.4,0,Not Available,Not Available,No,SW - Campus - 78/79 York Associates,696338.0,Not Available,Not Available,6.1,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Office,Not Available,04/15/2022 12:23 PM EDT
6667521,AKAM - 15 West 72nd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,445658.4,113.9,Not Available,Not Available,Not Available,Not Available,10940004.8,Not Available,Not Available,3482.6,Not Available,Not Available,87.1,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,55283354.1,Not Available,100,114.5,Ok,Not Available,Not Available,Not Available,1028636,3.5,674192,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,76803164.1,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,3280.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,674192.0,Not Available,Not Available,4.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/07/2022 11:32 PM EST
6648818,Renaissance Realty - 97 Boerum,0,CBECS - Office & Bank/Financial,Not Available,50,48720,Not Available,Not Available,Not Available,Not Available,146.5,Not Available,Not Available,Not Available,Not Available,2549251.2,Not Available,Not Available,238.9,Not Available,Not Available,58,Ok,2,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,2549251.2,2.30008,Not Available,146.5,Ok,Not Available,Not Available,Not Available,3424486,0,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7137903.4,Not Available,Not Available,Whole Property,Not Available,Not Available,Brooklyn,Not Available,215.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,48720.0,Not Available,Not Available,4.4,Office,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/10/2022 02:58 PM EDT
4940502,ZARA - 87-87 171 Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,41285.7,101.4,Not Available,Not Available,Not Available,Not Available,737917.3,Not Available,Not Available,349.2,Not Available,Not Available,95.9,Ok,5,Not Available,Not Available,Not Available,1.29236,Not Available,Whole Property,4849637.5,Not Available,10,98.9,Ok,Not Available,Not Available,Not Available,4210222,3.3,62676,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6353992.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Jamaica,Not Available,271.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,62676.0,Not Available,Not Available,4.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 01:58 PM EDT
5864822,AKAM - 31 Jane Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,127,Not Available,1564.2,50.1,Not Available,Not Available,Not Available,Not Available,1672368.3,Not Available,Not Available,435.5,Not Available,Not Available,57,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,1767611.4,Not Available,100,51.9,Ok,Not Available,Not Available,Not Available,1011064,0.1,93330,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,4675571.1,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,149.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,93330.0,Not Available,Not Available,1.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 08:07 PM EDT
4952005,AKAM - 347 West 57th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,548124.3,370.3,Not Available,Not Available,Not Available,Not Available,10852111.7,Not Available,Not Available,1184.1,Not Available,Not Available,85.5,Ok,9,Not Available,Not Available,Not Available,0,Not Available,Whole Property,65664540.6,Not Available,100,370.3,Ok,Not Available,Not Available,Not Available,1026058,12.3,237468,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,87938961,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,3828.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,237468.0,Not Available,Not Available,16.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/18/2022 11:34 PM EDT
6671522,Renaissance Realty - 285 Schenectady Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,34.4,Not Available,Not Available,Not Available,Not Available,452875.8,Not Available,Not Available,122.9,Not Available,Not Available,40.4,Ok,2,Not Available,Not Available,Not Available,0,Not Available,Whole Property,441889.7,Not Available,100,35.2,Ok,Not Available,Not Available,Not Available,3037542,0,36000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,1237291.2,Not Available,Not Available,Whole Property,Not Available,Not Available,Brooklyn,Not Available,38.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,36000.0,Not Available,Not Available,1.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/12/2022 04:14 PM EDT
4951926,AKAM - 5 East 22nd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,253972.5,144.2,Not Available,Not Available,Not Available,Not Available,9989469.4,Not Available,Not Available,1784.9,Not Available,Not Available,77.5,Ok,10,Not Available,Not Available,Not Available,0,Not Available,Whole Property,34944107.6,Not Available,90,144.9,Ok,Not Available,Not Available,0,1016304,3.5,361635,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,53398308.9,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,2143.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,370294.0,Not Available,Not Available,5.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,08/30/2022 01:08 PM EDT
21323618,AKAM - Campus - Park City Estates,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,509945.3,95.2,Not Available,Not Available,Not Available,Not Available,14299995.7,Not Available,Not Available,4790.2,Not Available,Not Available,81.3,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,64777668.2,Not Available,100,89,Ok,Not Available,Not Available,Not Available,4431959;4431961;4431962;4431966;4431965,2.4,968000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,92137035.4,Not Available,Not Available,Whole Property,Not Available,Not Available,Queens,Not Available,3539.4,0,Not Available,Not Available,No,AKAM - Campus - Park City Estates,968000.0,Not Available,Not Available,3.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/26/2022 01:17 PM EDT
3107671,DEPM 1344 - 311 East 38th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,6,Not Available,76752.4,117.3,Not Available,Not Available,Not Available,Not Available,2571042,Not Available,Not Available,557.5,Not Available,Not Available,71.2,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,10118060.3,Not Available,0,113.3,Ok,Not Available,Not Available,Not Available,1021933,2.9,126994,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,14898902.5,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,580.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,126994.0,Not Available,Not Available,4.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/07/2022 07:50 PM EST
2668699,SW - 371 2nd Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,59905.3,124,Not Available,Not Available,Not Available,Not Available,1228203,Not Available,Not Available,404.1,Not Available,Not Available,88.3,Ok,8,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7181475.8,Not Available,0,117.5,Ok,Not Available,Not Available,Not Available,1019644,3.7,77640,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9624697.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,391.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,77640.0,Not Available,Not Available,5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/07/2022 10:02 AM EDT
