property_id,address_1,non_refrigerated_warehouse,census_tract,city,other_number_of_computers,hospital_general_medical_6,multifamily_housing_gross,self_storage_facility_gross,percent_better_than_national_1,address_2,college_university_gross,electricity_use_generated_2,senior_care_community_gross,repair_services_vehicle_shoe,data_center_it_site_energy,hotel_room_density_number,water_alerts,egrid_output_emissions_rate,multifamily_housing_government,percent_of_recs_retained,hospital_general_medical_9,multifamily_housing_number_5,lifestyle_center_gross_floor,data_center_ups_system,hotel_gym_fitness_center,energy_cost,energy_cost_intensity_ft,financial_office_gross_floor,weather_normalized_site_eui,estimated_data_flag_fuel_1,estimated_data_flag_fuel,medical_office_percent_that_1,distribution_center_gross,custom_property_id_1_name,hospital_general_medical_7,bowling_alley_gross_floor,multifamily_housing_number_2,municipally_supplied_potable_2,national_median_total_ghg,hotel_worker_density_number,office_number_of_workers,hospital_general_medical,multifamily_housing_percent_1,custom_property_id_1_id,stadium_open_gross_floor,convention_center_gross_floor,retail_store_walk_in,laboratory_number_of_computers,energy_power_station_gross,hotel_percent_that_can_be,library_gross_floor_area,hospital_general_medical_10,number_of_buildings
1217055,11 Madison Avenue,41483,56.0,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Base Building Water Consumption</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9147,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2440099,209 East 23rd Street,Not Available,64.0,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74105,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,1019770,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2388616,120 East 36th Street,Not Available,80.0,New York,Not Available,Not Available,83130,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,5,Not Available,Not Available,Not Available,138224.1,1.66274667,Not Available,87.4,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1018931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2564688,838 Fifth Avenue,Not Available,122.0,New York,Not Available,Not Available,62857,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,4,Not Available,Not Available,Not Available,102210.17,1.62607434,Not Available,114.2,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1041101,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1413685,175 Water Street,Not Available,1502.0,New York,Not Available,Not Available,Not Available,Not Available,-13.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>V84001380</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1456360.08,2.85081215,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,4187.1,Not Available,1598,Not Available,Not Available,"1001137

1804058",Not Available,Not Available,0.15437,Not Available,Not Available,Not Available,Not Available,Not Available,1
2564814,45 East 25th Street,1500,56.0,New York,Not Available,Not Available,96674,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,8,Not Available,Not Available,Not Available,194471.49,1.56423175,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49,Not Available,100,1000000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2605879,650 Brush Ave,Not Available,90.0,Bronx,Not Available,Not Available,Not Available,Not Available,82.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,119.1,Not Available,Not Available,Not Available,207000,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,976.7,Not Available,50,Not Available,Not Available,2831413,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1454910,301 Park Avenue,Not Available,100.0,New York,Not Available,Not Available,Not Available,Not Available,26.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.88312,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,132.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,14202.2,0.5,Not Available,Not Available,Not Available,1084771,Not Available,Not Available,Not Available,Not Available,Not Available,80,Not Available,Not Available,1
2611862,111 8th Avenue,Not Available,83.0,New York,Not Available,Not Available,Not Available,Not Available,14612.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,17496.1,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29572.7,Not Available,5000,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0
2638956,305-311 Cherry Street,Not Available,6.0,New York,Not Available,Not Available,66649,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>2010-.03967-001 (A05000481)</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,3,Not Available,Not Available,Not Available,0,0,Not Available,84.6,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1083383;1083382;1084524,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2546299,628 West 151st Street,Not Available,237.0,New York,Not Available,Not Available,62604,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,4,Not Available,Not Available,Not Available,0,0,Not Available,85.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2561951,1919 Williamsbridge Road,Not Available,250.0,Bronx,6,Not Available,86425,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,0,Not Available,125.9,Not Available,No,100,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,2001939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2598266,333 East 66th Street,Not Available,118.0,New York,Not Available,Not Available,151009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,16,Not Available,Not Available,Not Available,326635.23,2.163018,Not Available,120.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
